Subname,Name,Category,Modification,Red,Green,Blue,Blue_Yellow,Green_Magenta,Lightness,Hue,Saturation,Value
image (1)_Train_Apple_rust,image (1)_Train_Apple_rust_bilateral_filter,Train_Apple_rust,bilateral_filter,0.230041505,0.204650875,0.363677975,0.0,0.0,0.212158205,0.0016479492,0.0957946775,0.1746826149999999
image (1)_Train_Apple_rust,image (1)_Train_Apple_rust_bilateral_filter_affine_transformation,Train_Apple_rust,bilateral_filter_affine_transformation,0.2848689,0.27427,0.401347505,0.025979584,0.0365118885,0.30020298,0.1061626525,0.128496955,0.2541042599999999
image (1)_Train_Apple_rust,image (1)_Train_Apple_rust_bilateral_filter_contrast,Train_Apple_rust,bilateral_filter_contrast,0.2848689,0.27427,0.401347505,0.025979584,0.0365118885,0.30020298,0.1061626525,0.128496955,0.2541042599999999
image (1)_Train_Apple_rust,image (1)_Train_Apple_rust_bilateral_filter_horizontal_flip,Train_Apple_rust,bilateral_filter_horizontal_flip,0.2848689,0.27427,0.401347505,0.025979584,0.0365118885,0.30020298,0.1061626525,0.128496955,0.2541042599999999
image (1)_Train_Apple_rust,image (1)_Train_Apple_rust_bilateral_filter_perspective_transformation,Train_Apple_rust,bilateral_filter_perspective_transformation,0.2848689,0.27427,0.401347505,0.025979584,0.0365118885,0.30020298,0.1061626525,0.128496955,0.2541042599999999
image (1)_Train_Apple_rust,image (1)_Train_Apple_rust_bilateral_filter_rotation,Train_Apple_rust,bilateral_filter_rotation,0.2848689,0.27427,0.401347505,0.025979584,0.0365118885,0.30020298,0.1061626525,0.128496955,0.2541042599999999
image (1)_Train_Apple_rust,image (1)_Train_Apple_rust_bilateral_filter_scale_zoom,Train_Apple_rust,bilateral_filter_scale_zoom,0.2848689,0.27427,0.401347505,0.025979584,0.0365118885,0.30020298,0.1061626525,0.128496955,0.2541042599999999
image (1)_Train_Apple_rust,image (1)_Train_Apple_rust_canny_edge,Train_Apple_rust,canny_edge,0.230041505,0.204650875,0.363677975,0.0,0.0,0.212158205,0.0016479492,0.0957946775,0.1746826149999999
image (1)_Train_Apple_rust,image (1)_Train_Apple_rust_canny_edge_affine_transformation,Train_Apple_rust,canny_edge_affine_transformation,0.2453579599999999,0.22910685,0.39006215,0.037807889,0.045298284,0.26368159,0.1146185624999999,0.1552351149999999,0.22107667
image (1)_Train_Apple_rust,image (1)_Train_Apple_rust_canny_edge_contrast,Train_Apple_rust,canny_edge_contrast,0.2453579599999999,0.22910685,0.39006215,0.037807889,0.045298284,0.26368159,0.1146185624999999,0.1552351149999999,0.22107667
image (1)_Train_Apple_rust,image (1)_Train_Apple_rust_canny_edge_horizontal_flip,Train_Apple_rust,canny_edge_horizontal_flip,0.2453579599999999,0.22910685,0.39006215,0.037807889,0.045298284,0.26368159,0.1146185624999999,0.1552351149999999,0.22107667
image (1)_Train_Apple_rust,image (1)_Train_Apple_rust_canny_edge_perspective_transformation,Train_Apple_rust,canny_edge_perspective_transformation,0.2453579599999999,0.22910685,0.39006215,0.037807889,0.045298284,0.26368159,0.1146185624999999,0.1552351149999999,0.22107667
image (1)_Train_Apple_rust,image (1)_Train_Apple_rust_canny_edge_rotation,Train_Apple_rust,canny_edge_rotation,0.2453579599999999,0.22910685,0.39006215,0.037807889,0.045298284,0.26368159,0.1146185624999999,0.1552351149999999,0.22107667
image (1)_Train_Apple_rust,image (1)_Train_Apple_rust_canny_edge_scale_zoom,Train_Apple_rust,canny_edge_scale_zoom,0.2453579599999999,0.22910685,0.39006215,0.037807889,0.045298284,0.26368159,0.1146185624999999,0.1552351149999999,0.22107667
image (1)_Train_Apple_rust,image (1)_Train_Apple_rust_hsv,Train_Apple_rust,hsv,0.230041505,0.204650875,0.363677975,0.0,0.0,0.212158205,0.0016479492,0.0957946775,0.1746826149999999
image (1)_Train_Apple_rust,image (1)_Train_Apple_rust_hsv_affine_transformation,Train_Apple_rust,hsv_affine_transformation,0.27372786,0.263647735,0.396388525,0.029506535,0.04177466,0.290771575,0.112449628,0.136404975,0.239168105
image (1)_Train_Apple_rust,image (1)_Train_Apple_rust_hsv_contrast,Train_Apple_rust,hsv_contrast,0.27372786,0.263647735,0.396388525,0.029506535,0.04177466,0.290771575,0.112449628,0.136404975,0.239168105
image (1)_Train_Apple_rust,image (1)_Train_Apple_rust_hsv_horizontal_flip,Train_Apple_rust,hsv_horizontal_flip,0.27372786,0.263647735,0.396388525,0.029506535,0.04177466,0.290771575,0.112449628,0.136404975,0.239168105
image (1)_Train_Apple_rust,image (1)_Train_Apple_rust_hsv_perspective_transformation,Train_Apple_rust,hsv_perspective_transformation,0.27372786,0.263647735,0.396388525,0.029506535,0.04177466,0.290771575,0.112449628,0.136404975,0.239168105
image (1)_Train_Apple_rust,image (1)_Train_Apple_rust_hsv_rotation,Train_Apple_rust,hsv_rotation,0.27372786,0.263647735,0.396388525,0.029506535,0.04177466,0.290771575,0.112449628,0.136404975,0.239168105
