Subname,Name,Category,Modification,Red,Green,Blue,Blue_Yellow,Green_Magenta,Lightness,Hue,Saturation,Value
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_bilateral_filter,Train_Apple_scab,bilateral_filter,0.392309825,0.21069845,0.48500698,0.0,0.0,0.35893123,0.078996022,0.142733265,0.30085247
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_bilateral_filter_affine_transformation,Train_Apple_scab,bilateral_filter_affine_transformation,0.38392524,0.36660269,0.40391125,0.038247997,0.0090035439999999,0.30454059,0.247818215,0.2085674049999999,0.32123668
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_bilateral_filter_contrast,Train_Apple_scab,bilateral_filter_contrast,0.38392524,0.36660269,0.40391125,0.038247997,0.0090035439999999,0.30454059,0.247818215,0.2085674049999999,0.32123668
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_bilateral_filter_horizontal_flip,Train_Apple_scab,bilateral_filter_horizontal_flip,0.38392524,0.36660269,0.40391125,0.038247997,0.0090035439999999,0.30454059,0.247818215,0.2085674049999999,0.32123668
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_bilateral_filter_perspective_transformation,Train_Apple_scab,bilateral_filter_perspective_transformation,0.38392524,0.36660269,0.40391125,0.038247997,0.0090035439999999,0.30454059,0.247818215,0.2085674049999999,0.32123668
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_bilateral_filter_rotation,Train_Apple_scab,bilateral_filter_rotation,0.38392524,0.36660269,0.40391125,0.038247997,0.0090035439999999,0.30454059,0.247818215,0.2085674049999999,0.32123668
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_bilateral_filter_scale_zoom,Train_Apple_scab,bilateral_filter_scale_zoom,0.38392524,0.36660269,0.40391125,0.038247997,0.0090035439999999,0.30454059,0.247818215,0.2085674049999999,0.32123668
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_canny_edge,Train_Apple_scab,canny_edge,0.392309825,0.21069845,0.48500698,0.0,0.0,0.35893123,0.078996022,0.142733265,0.30085247
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_canny_edge_affine_transformation,Train_Apple_scab,canny_edge_affine_transformation,0.34150377,0.35309345,0.40960503,0.0454711914999999,0.0108235675,0.2673479749999999,0.26642164,0.22210884,0.264297485
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_canny_edge_contrast,Train_Apple_scab,canny_edge_contrast,0.34150377,0.35309345,0.40960503,0.0454711914999999,0.0108235675,0.2673479749999999,0.26642164,0.22210884,0.264297485
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_canny_edge_horizontal_flip,Train_Apple_scab,canny_edge_horizontal_flip,0.34150377,0.35309345,0.40960503,0.0454711914999999,0.0108235675,0.2673479749999999,0.26642164,0.22210884,0.264297485
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_canny_edge_perspective_transformation,Train_Apple_scab,canny_edge_perspective_transformation,0.34150377,0.35309345,0.40960503,0.0454711914999999,0.0108235675,0.2673479749999999,0.26642164,0.22210884,0.264297485
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_canny_edge_rotation,Train_Apple_scab,canny_edge_rotation,0.34150377,0.35309345,0.40960503,0.0454711914999999,0.0108235675,0.2673479749999999,0.26642164,0.22210884,0.264297485
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_canny_edge_scale_zoom,Train_Apple_scab,canny_edge_scale_zoom,0.34150377,0.35309345,0.40960503,0.0454711914999999,0.0108235675,0.2673479749999999,0.26642164,0.22210884,0.264297485
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_hsv,Train_Apple_scab,hsv,0.392309825,0.21069845,0.48500698,0.0,0.0,0.35893123,0.078996022,0.142733265,0.30085247
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_hsv_affine_transformation,Train_Apple_scab,hsv_affine_transformation,0.36337162,0.36667667,0.40386067,0.0376264585,0.0074732915,0.29910846,0.25255105,0.22801552,0.307251115
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_hsv_contrast,Train_Apple_scab,hsv_contrast,0.36337162,0.36667667,0.40386067,0.0376264585,0.0074732915,0.29910846,0.25255105,0.22801552,0.307251115
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_hsv_horizontal_flip,Train_Apple_scab,hsv_horizontal_flip,0.36337162,0.36667667,0.40386067,0.0376264585,0.0074732915,0.29910846,0.25255105,0.22801552,0.307251115
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_hsv_perspective_transformation,Train_Apple_scab,hsv_perspective_transformation,0.36337162,0.36667667,0.40386067,0.0376264585,0.0074732915,0.29910846,0.25255105,0.22801552,0.307251115
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_hsv_rotation,Train_Apple_scab,hsv_rotation,0.36337162,0.36667667,0.40386067,0.0376264585,0.0074732915,0.29910846,0.25255105,0.22801552,0.307251115
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_hsv_scale_zoom,Train_Apple_scab,hsv_scale_zoom,0.36337162,0.36667667,0.40386067,0.0376264585,0.0074732915,0.29910846,0.25255105,0.22801552,0.307251115
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_lab,Train_Apple_scab,lab,0.392309825,0.21069845,0.48500698,0.0,0.0,0.35893123,0.078996022,0.142733265,0.30085247
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_lab_affine_transformation,Train_Apple_scab,lab_affine_transformation,0.381907525,0.365500495,0.40441549,0.0380147765,0.008948644,0.302699925,0.24713055,0.20742145,0.3194872749999999
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_lab_contrast,Train_Apple_scab,lab_contrast,0.381907525,0.365500495,0.40441549,0.0380147765,0.008948644,0.302699925,0.24713055,0.20742145,0.3194872749999999
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_lab_horizontal_flip,Train_Apple_scab,lab_horizontal_flip,0.381907525,0.365500495,0.40441549,0.0380147765,0.008948644,0.302699925,0.24713055,0.20742145,0.3194872749999999
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_lab_perspective_transformation,Train_Apple_scab,lab_perspective_transformation,0.381907525,0.365500495,0.40441549,0.0380147765,0.008948644,0.302699925,0.24713055,0.20742145,0.3194872749999999
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_lab_rotation,Train_Apple_scab,lab_rotation,0.381907525,0.365500495,0.40441549,0.0380147765,0.008948644,0.302699925,0.24713055,0.20742145,0.3194872749999999
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_lab_scale_zoom,Train_Apple_scab,lab_scale_zoom,0.381907525,0.365500495,0.40441549,0.0380147765,0.008948644,0.302699925,0.24713055,0.20742145,0.3194872749999999
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_median_blur_small_noise,Train_Apple_scab,median_blur_small_noise,0.392309825,0.21069845,0.48500698,0.0,0.0,0.35893123,0.078996022,0.142733265,0.30085247
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_median_blur_small_noise_affine_transformation,Train_Apple_scab,median_blur_small_noise_affine_transformation,0.36379342,0.3692799,0.403963715,0.0379348715,0.0074845193,0.2981126,0.2512984,0.225158595,0.308263745
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_median_blur_small_noise_contrast,Train_Apple_scab,median_blur_small_noise_contrast,0.36379342,0.3692799,0.403963715,0.0379348715,0.0074845193,0.2981126,0.2512984,0.225158595,0.308263745
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_median_blur_small_noise_horizontal_flip,Train_Apple_scab,median_blur_small_noise_horizontal_flip,0.36379342,0.3692799,0.403963715,0.0379348715,0.0074845193,0.2981126,0.2512984,0.225158595,0.308263745
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_median_blur_small_noise_perspective_transformation,Train_Apple_scab,median_blur_small_noise_perspective_transformation,0.36379342,0.3692799,0.403963715,0.0379348715,0.0074845193,0.2981126,0.2512984,0.225158595,0.308263745
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_median_blur_small_noise_rotation,Train_Apple_scab,median_blur_small_noise_rotation,0.36379342,0.3692799,0.403963715,0.0379348715,0.0074845193,0.2981126,0.2512984,0.225158595,0.308263745
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_median_blur_small_noise_scale_zoom,Train_Apple_scab,median_blur_small_noise_scale_zoom,0.36379342,0.3692799,0.403963715,0.0379348715,0.0074845193,0.2981126,0.2512984,0.225158595,0.308263745
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_morphological_gradient,Train_Apple_scab,morphological_gradient,0.392309825,0.21069845,0.48500698,0.0,0.0,0.35893123,0.078996022,0.142733265,0.30085247
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_morphological_gradient_affine_transformation,Train_Apple_scab,morphological_gradient_affine_transformation,0.34720172,0.3549613,0.41040428,0.0447577625,0.00892159,0.26779478,0.2609733199999999,0.2452664299999999,0.28758319
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_morphological_gradient_contrast,Train_Apple_scab,morphological_gradient_contrast,0.34720172,0.3549613,0.41040428,0.0447577625,0.00892159,0.26779478,0.2609733199999999,0.2452664299999999,0.28758319
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_morphological_gradient_horizontal_flip,Train_Apple_scab,morphological_gradient_horizontal_flip,0.34720172,0.3549613,0.41040428,0.0447577625,0.00892159,0.26779478,0.2609733199999999,0.2452664299999999,0.28758319
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_morphological_gradient_perspective_transformation,Train_Apple_scab,morphological_gradient_perspective_transformation,0.34720172,0.3549613,0.41040428,0.0447577625,0.00892159,0.26779478,0.2609733199999999,0.2452664299999999,0.28758319
image (1)_Train_Apple_scab,image (1)_Train_Apple_scab_morphological_gradient_rotation,Train_Apple_scab,morphological_gradient_rotation,0.34720172,0.3549613,0.41040428,0.0447577625,0.00892159,0.26779478,0.2609733199999999,0.2452664299999999,0.28758319
